id,created_at,latitude,longitude,user_screen_name,retweets_count,favorites_count,text,followers_count,link,sentiment_score
1332807949945884677,Sat Nov 28 22:05:52 +0000 2020,-34.5912843,-58.49155224,teatroclases,0,0,acaba publicar video teatroclases,752,https://twitter.com/teatroclases/status/1332807949945884677,0.19758067199940238
1332808001623875584,Sat Nov 28 22:06:04 +0000 2020,-37.8333,-58.25,RALLY_FEDERAL,0,0,finalizo primera etapa tercera fecha rodrigo disalvo andres pissaco quedaron,1831,https://twitter.com/RALLY_FEDERAL/status/1332808001623875584,0.5236814934620604
1332808152119652355,Sat Nov 28 22:06:40 +0000 2020,-33.48333333,-60.01666667,Javiertatengue,0,0,acaba publicar foto partido ramallo,42,https://twitter.com/Javiertatengue/status/1332808152119652355,0.05801792866406173
1332808258952732675,Sat Nov 28 22:07:05 +0000 2020,-34.6089,-58.4397,kokitoslindos,0,0,benji habla san nicolas atraves videollamada jiji ciudad autonoma buenos aires,280,https://twitter.com/kokitoslindos/status/1332808258952732675,0.9559365645800812
1332808584862736385,Sat Nov 28 22:08:23 +0000 2020,-34.6089,-58.4397,marianodon,0,0,amigos barrio ciudad autonoma buenos aires,792,https://twitter.com/marianodon/status/1332808584862736385,0.9821741718074618
1332809274305744898,Sat Nov 28 22:11:08 +0000 2020,-34.65250184,-58.55606458,Maxunho,0,0,excelente inhibidor grasa efectivo acompanado dieta ramos mejia buenos aires argentina,509,https://twitter.com/Maxunho/status/1332809274305744898,0.4940648800485298
1332809383718178816,Sat Nov 28 22:11:34 +0000 2020,-38.27268854,-57.65625,IslaSportOK,0,0,acaba publicar foto liga profesional futbol afa,331,https://twitter.com/IslaSportOK/status/1332809383718178816,0.08197636668082114
1332809534973366279,Sat Nov 28 22:12:10 +0000 2020,-34.5524,-58.4893,BraaiNicolas,0,0,acaba publicar foto saavedra distrito federal argentina,1008,https://twitter.com/BraaiNicolas/status/1332809534973366279,0.6003496881878164
1332809635561082880,Sat Nov 28 22:12:34 +0000 2020,-34.58818,-58.3986,btvbuegayarg,0,0,buegay travel vacations,834,https://twitter.com/btvbuegayarg/status/1332809635561082880,0.006190851248122173
1332809789743779841,Sat Nov 28 22:13:10 +0000 2020,-34.6089,-58.4397,Azamadictos,0,0,acaba publicar foto ciudad autonoma buenos aires,3445,https://twitter.com/Azamadictos/status/1332809789743779841,0.8282073218924192
1332809846803091456,Sat Nov 28 22:13:24 +0000 2020,-34.6073818,-58.59275485,Agus10081,0,0,acaba publicar foto ciudad jardin lomas palomar,1,https://twitter.com/Agus10081/status/1332809846803091456,0.2643374342886727
